reanudando: 271 filas retiradas del JSONL (se reintentan) y guardadas en superseded-20260916T163736.jsonl
reanudando 20260916T163736.jsonl: 946 celdas ya hechas
--- fase 1d (N1, 84 artefactos) | 1344 celdas | 4 bandas x 21 artefactos por prefijo | plantel ['claude-opus-5'] | 0 turnos posteriores (parte 1: solo la reacción) | llamadas: 1344 al modelo evaluado, 0 al usuario simulado, 16 prefijos (ya en disco desde la Fase 0)
[ 946] claude-opus-5      huerto-balcon    n=10 N1 b2a 5 sim=0.325 config         presupone    ok
[ 947] claude-opus-5      huerto-balcon    n=10 N1 b3a 5 sim=0.397 meeting_notes  dirigido     ok
[ 948] claude-opus-5      huerto-balcon    n=10 N1 b0a 6 sim=0.235 stacktrace     cortado      ok
[ 949] claude-opus-5      huerto-balcon    n=10 N1 b1a 6 sim=0.299 prompt         cortado      ok
[ 950] claude-opus-5      huerto-balcon    n=10 N1 b2a 6 sim=0.312 prompt         presupone    ok
[ 951] claude-opus-5      huerto-balcon    n=10 N1 b3a 6 sim=0.425 note_to_self   dirigido     ok
[ 952] claude-opus-5      huerto-balcon    n=10 N1 b0a 7 sim=0.234 changelog      responde     ok
[ 953] claude-opus-5      huerto-balcon    n=10 N1 b1a 7 sim=0.273 job_ad         cortado      ok
[ 954] claude-opus-5      huerto-balcon    n=10 N1 b2a 7 sim=0.324 changelog      dirigido     ok
[ 955] claude-opus-5      huerto-balcon    n=10 N1 b3a 7 sim=0.382 prompt         dirigido     ok
[ 956] claude-opus-5      huerto-balcon    n=10 N1 b0a 8 sim=0.237 stacktrace     dirigido     ok
[ 957] claude-opus-5      huerto-balcon    n=10 N1 b1a 8 sim=0.298 email          presupone    ok
[ 958] claude-opus-5      huerto-balcon    n=10 N1 b2a 8 sim=0.316 meeting_notes  presupone    ok
[ 959] claude-opus-5      huerto-balcon    n=10 N1 b3a 8 sim=0.404 recipe         dirigido     ok
[ 960] claude-opus-5      huerto-balcon    n=10 N1 b0a 9 sim=0.237 config         responde     ok
[ 961] claude-opus-5      huerto-balcon    n=10 N1 b1a 9 sim=0.285 job_ad         cortado      ok
[ 962] claude-opus-5      huerto-balcon    n=10 N1 b2a 9 sim=0.327 job_ad         presupone    ok
[ 963] claude-opus-5      huerto-balcon    n=10 N1 b3a 9 sim=0.348 shopping_list  dirigido     ok
[ 964] claude-opus-5      huerto-balcon    n=10 N1 b0a10 sim=0.241 stacktrace     presupone    ok
[ 965] claude-opus-5      huerto-balcon    n=10 N1 b1a10 sim=0.280 meeting_notes  responde     ok
[ 966] claude-opus-5      huerto-balcon    n=10 N1 b2a10 sim=0.301 email          responde     ok
[ 967] claude-opus-5      huerto-balcon    n=10 N1 b3a10 sim=0.357 shopping_list  dirigido     ok
[ 968] claude-opus-5      huerto-balcon    n=10 N1 b0a11 sim=0.226 stacktrace     responde     ok
[ 969] claude-opus-5      huerto-balcon    n=10 N1 b1a11 sim=0.275 note_to_self   cortado      ok
[ 970] claude-opus-5      huerto-balcon    n=10 N1 b2a11 sim=0.319 changelog      cortado      ok
[ 971] claude-opus-5      huerto-balcon    n=10 N1 b3a11 sim=0.477 email          cortado      ok
[ 972] claude-opus-5      huerto-balcon    n=10 N1 b0a12 sim=0.211 email          cortado      ok
[ 973] claude-opus-5      huerto-balcon    n=10 N1 b1a12 sim=0.257 job_ad         cortado      ok
[ 974] claude-opus-5      huerto-balcon    n=10 N1 b2a12 sim=0.325 recipe         responde     ok
[ 975] claude-opus-5      huerto-balcon    n=10 N1 b3a12 sim=0.458 recipe         dirigido     ok
[ 976] claude-opus-5      huerto-balcon    n=10 N1 b0a13 sim=0.227 sql            responde     ok
[ 977] claude-opus-5      huerto-balcon    n=10 N1 b1a13 sim=0.279 email          presupone    ok
[ 978] claude-opus-5      huerto-balcon    n=10 N1 b2a13 sim=0.320 recipe         responde     ok
[ 979] claude-opus-5      huerto-balcon    n=10 N1 b3a13 sim=0.375 recipe         presupone    ok
[ 980] claude-opus-5      huerto-balcon    n=10 N1 b0a14 sim=0.227 prompt         cortado      ok
[ 981] claude-opus-5      huerto-balcon    n=10 N1 b1a14 sim=0.275 recipe         presupone    ok
[ 982] claude-opus-5      huerto-balcon    n=10 N1 b2a14 sim=0.300 changelog      presupone    ok
[ 983] claude-opus-5      huerto-balcon    n=10 N1 b3a14 sim=0.331 job_ad         dirigido     ok
[ 984] claude-opus-5      huerto-balcon    n=10 N1 b0a15 sim=0.227 config         cortado      ok
[ 985] claude-opus-5      huerto-balcon    n=10 N1 b1a15 sim=0.267 note_to_self   responde     ok
[ 986] claude-opus-5      huerto-balcon    n=10 N1 b2a15 sim=0.316 changelog      dirigido     ok
[ 987] claude-opus-5      huerto-balcon    n=10 N1 b3a15 sim=0.410 note_to_self   presupone    ok
[ 988] claude-opus-5      huerto-balcon    n=10 N1 b0a16 sim=0.207 stacktrace     presupone    ok
[ 989] claude-opus-5      huerto-balcon    n=10 N1 b1a16 sim=0.262 stacktrace     dirigido     ok
[ 990] claude-opus-5      huerto-balcon    n=10 N1 b2a16 sim=0.310 email          presupone    ok
[ 991] claude-opus-5      huerto-balcon    n=10 N1 b3a16 sim=0.338 shopping_list  responde     ok
[ 992] claude-opus-5      huerto-balcon    n=10 N1 b0a17 sim=0.207 config         dirigido     ok
[ 993] claude-opus-5      huerto-balcon    n=10 N1 b1a17 sim=0.287 prompt         responde     ok
[ 994] claude-opus-5      huerto-balcon    n=10 N1 b2a17 sim=0.330 recipe         cortado      ok
[ 995] claude-opus-5      huerto-balcon    n=10 N1 b3a17 sim=0.380 meeting_notes  responde     ok
[ 996] claude-opus-5      huerto-balcon    n=10 N1 b0a18 sim=0.235 note_to_self   cortado      ok
[ 997] claude-opus-5      huerto-balcon    n=10 N1 b1a18 sim=0.297 shopping_list  cortado      ok
[ 998] claude-opus-5      huerto-balcon    n=10 N1 b2a18 sim=0.312 config         presupone    ok
[ 999] claude-opus-5      huerto-balcon    n=10 N1 b3a18 sim=0.416 note_to_self   presupone    ok
[1000] claude-opus-5      huerto-balcon    n=10 N1 b0a19 sim=0.159 sql            cortado      ok
[1001] claude-opus-5      huerto-balcon    n=10 N1 b1a19 sim=0.287 changelog      cortado      ok
[1002] claude-opus-5      huerto-balcon    n=10 N1 b2a19 sim=0.310 changelog      presupone    ok
[1003] claude-opus-5      huerto-balcon    n=10 N1 b3a19 sim=0.432 note_to_self   presupone    ok
[1004] claude-opus-5      huerto-balcon    n=10 N1 b0a20 sim=0.226 sql            presupone    ok
[1005] claude-opus-5      huerto-balcon    n=10 N1 b1a20 sim=0.279 job_ad         responde     ok
[1006] claude-opus-5      huerto-balcon    n=10 N1 b2a20 sim=0.299 note_to_self   presupone    ok
[1007] claude-opus-5      huerto-balcon    n=10 N1 b3a20 sim=0.446 shopping_list  dirigido     ok
[1079] claude-opus-5      mudanza          n=2  N1 b3a17 sim=0.421 note_to_self   presupone    ok
[1080] claude-opus-5      mudanza          n=2  N1 b0a18 sim=0.189 changelog      responde     ok
[1081] claude-opus-5      mudanza          n=2  N1 b1a18 sim=0.259 email          presupone    ok
[1082] claude-opus-5      mudanza          n=2  N1 b2a18 sim=0.303 job_ad         cortado      ok
[1083] claude-opus-5      mudanza          n=2  N1 b3a18 sim=0.395 meeting_notes  responde     ok
[1084] claude-opus-5      mudanza          n=2  N1 b0a19 sim=0.208 recipe         responde     ok
[1085] claude-opus-5      mudanza          n=2  N1 b1a19 sim=0.255 changelog      dirigido     ok
[1086] claude-opus-5      mudanza          n=2  N1 b2a19 sim=0.281 shopping_list  dirigido     ok
[1087] claude-opus-5      mudanza          n=2  N1 b3a19 sim=0.397 shopping_list  dirigido     ok
[1088] claude-opus-5      mudanza          n=2  N1 b0a20 sim=0.167 config         cortado      ok
[1089] claude-opus-5      mudanza          n=2  N1 b1a20 sim=0.238 config         responde     ok
[1090] claude-opus-5      mudanza          n=2  N1 b2a20 sim=0.292 sql            presupone    ok
[1091] claude-opus-5      mudanza          n=2  N1 b3a20 sim=0.379 prompt         presupone    ok
[1092] claude-opus-5      mudanza          n=10 N1 b0a 0 sim=0.218 stacktrace     cortado      ok
[1093] claude-opus-5      mudanza          n=10 N1 b1a 0 sim=0.272 email          cortado      ok
[1094] claude-opus-5      mudanza          n=10 N1 b2a 0 sim=0.315 config         responde     ok
[1095] claude-opus-5      mudanza          n=10 N1 b3a 0 sim=0.404 prompt         presupone    ok
[1096] claude-opus-5      mudanza          n=10 N1 b0a 1 sim=0.239 config         cortado      ok
[1097] claude-opus-5      mudanza          n=10 N1 b1a 1 sim=0.256 sql            presupone    ok
[1098] claude-opus-5      mudanza          n=10 N1 b2a 1 sim=0.323 changelog      dirigido     ok
[1099] claude-opus-5      mudanza          n=10 N1 b3a 1 sim=0.498 note_to_self   presupone    ok
[1100] claude-opus-5      mudanza          n=10 N1 b0a 2 sim=0.221 config         responde     ok
[1101] claude-opus-5      mudanza          n=10 N1 b1a 2 sim=0.298 email          presupone    ok
[1102] claude-opus-5      mudanza          n=10 N1 b2a 2 sim=0.351 config         presupone    ok
[1103] claude-opus-5      mudanza          n=10 N1 b3a 2 sim=0.473 shopping_list  dirigido     ok
[1104] claude-opus-5      mudanza          n=10 N1 b0a 3 sim=0.223 stacktrace     dirigido     ok
[1105] claude-opus-5      mudanza          n=10 N1 b1a 3 sim=0.284 job_ad         cortado      ok
[1106] claude-opus-5      mudanza          n=10 N1 b2a 3 sim=0.310 sql            dirigido     ok
[1107] claude-opus-5      mudanza          n=10 N1 b3a 3 sim=0.407 shopping_list  dirigido     ok
[1108] claude-opus-5      mudanza          n=10 N1 b0a 4 sim=0.211 sql            responde     ok
[1109] claude-opus-5      mudanza          n=10 N1 b1a 4 sim=0.290 recipe         responde     ok
[1110] claude-opus-5      mudanza          n=10 N1 b2a 4 sim=0.339 changelog      dirigido     ok
[1111] claude-opus-5      mudanza          n=10 N1 b3a 4 sim=0.414 shopping_list  cortado      ok
[1112] claude-opus-5      mudanza          n=10 N1 b0a 5 sim=0.244 changelog      responde     ok
[1113] claude-opus-5      mudanza          n=10 N1 b1a 5 sim=0.300 meeting_notes  cortado      ok
[1114] claude-opus-5      mudanza          n=10 N1 b2a 5 sim=0.323 prompt         responde     ok
[1115] claude-opus-5      mudanza          n=10 N1 b3a 5 sim=0.428 job_ad         dirigido     ok
[1116] claude-opus-5      mudanza          n=10 N1 b0a 6 sim=0.203 sql            cortado      ok
[1117] claude-opus-5      mudanza          n=10 N1 b1a 6 sim=0.292 prompt         cortado      ok
[1118] claude-opus-5      mudanza          n=10 N1 b2a 6 sim=0.309 recipe         presupone    ok
[1119] claude-opus-5      mudanza          n=10 N1 b3a 6 sim=0.451 meeting_notes  dirigido     ok
[1120] claude-opus-5      mudanza          n=10 N1 b0a 7 sim=0.172 sql            responde     ok
[1121] claude-opus-5      mudanza          n=10 N1 b1a 7 sim=0.300 changelog      cortado      ok
[1122] claude-opus-5      mudanza          n=10 N1 b2a 7 sim=0.323 prompt         cortado      ok
[1123] claude-opus-5      mudanza          n=10 N1 b3a 7 sim=0.492 note_to_self   presupone    ok
[1124] claude-opus-5      mudanza          n=10 N1 b0a 8 sim=0.245 recipe         responde     ok
[1125] claude-opus-5      mudanza          n=10 N1 b1a 8 sim=0.266 job_ad         responde     ok
[1126] claude-opus-5      mudanza          n=10 N1 b2a 8 sim=0.329 note_to_self   cortado      ok
[1127] claude-opus-5      mudanza          n=10 N1 b3a 8 sim=0.410 prompt         dirigido     ok
[1128] claude-opus-5      mudanza          n=10 N1 b0a 9 sim=0.224 meeting_notes  presupone    ok
[1129] claude-opus-5      mudanza          n=10 N1 b1a 9 sim=0.246 recipe         cortado      ok
[1130] claude-opus-5      mudanza          n=10 N1 b2a 9 sim=0.310 note_to_self   presupone    ok
[1131] claude-opus-5      mudanza          n=10 N1 b3a 9 sim=0.429 shopping_list  dirigido     ok
[1132] claude-opus-5      mudanza          n=10 N1 b0a10 sim=0.217 config         cortado      ok
[1133] claude-opus-5      mudanza          n=10 N1 b1a10 sim=0.278 config         presupone    ok
[1134] claude-opus-5      mudanza          n=10 N1 b2a10 sim=0.329 email          presupone    ok
[1135] claude-opus-5      mudanza          n=10 N1 b3a10 sim=0.468 email          dirigido     ok
[1136] claude-opus-5      mudanza          n=10 N1 b0a11 sim=0.227 stacktrace     dirigido     ok
[1137] claude-opus-5      mudanza          n=10 N1 b1a11 sim=0.306 meeting_notes  responde     ok
[1138] claude-opus-5      mudanza          n=10 N1 b2a11 sim=0.338 changelog      cortado      ok
[1139] claude-opus-5      mudanza          n=10 N1 b3a11 sim=0.425 meeting_notes  responde     ok
[1140] claude-opus-5      mudanza          n=10 N1 b0a12 sim=0.221 sql            responde     ok
[1141] claude-opus-5      mudanza          n=10 N1 b1a12 sim=0.257 email          responde     ok
[1142] claude-opus-5      mudanza          n=10 N1 b2a12 sim=0.321 changelog      dirigido     ok
[1143] claude-opus-5      mudanza          n=10 N1 b3a12 sim=0.374 job_ad         presupone    ok
[1144] claude-opus-5      mudanza          n=10 N1 b0a13 sim=0.187 stacktrace     presupone    ok
[1145] claude-opus-5      mudanza          n=10 N1 b1a13 sim=0.294 job_ad         cortado      ok
[1146] claude-opus-5      mudanza          n=10 N1 b2a13 sim=0.343 changelog      presupone    ok
[1147] claude-opus-5      mudanza          n=10 N1 b3a13 sim=0.379 shopping_list  responde     ok
[1148] claude-opus-5      mudanza          n=10 N1 b0a14 sim=0.233 recipe         responde     ok
[1149] claude-opus-5      mudanza          n=10 N1 b1a14 sim=0.294 recipe         dirigido     ok
[1150] claude-opus-5      mudanza          n=10 N1 b2a14 sim=0.344 meeting_notes  presupone    ok
[1151] claude-opus-5      mudanza          n=10 N1 b3a14 sim=0.417 note_to_self   dirigido     ok
[1152] claude-opus-5      mudanza          n=10 N1 b0a15 sim=0.217 config         responde     ok
[1153] claude-opus-5      mudanza          n=10 N1 b1a15 sim=0.259 sql            presupone    ok
[1154] claude-opus-5      mudanza          n=10 N1 b2a15 sim=0.339 email          cortado      ok
[1155] claude-opus-5      mudanza          n=10 N1 b3a15 sim=0.411 prompt         cortado      ok
[1156] claude-opus-5      mudanza          n=10 N1 b0a16 sim=0.214 stacktrace     presupone    ok
